,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Trip_duration
9001,21214043,2,2017-03-14 13:37:38,2017-03-14 13:42:47,1,0.71,1,N,125,158,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88,0 days 00:05:09
9002,56452544,2,2017-07-01 01:51:39,2017-07-01 02:07:00,1,3.83,1,N,146,82,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,0 days 00:15:21
9003,66775039,2,2017-08-07 08:37:42,2017-08-07 08:41:24,5,0.96,1,N,236,141,1,5.0,0.0,0.5,0.55,0.0,0.3,6.35,0 days 00:03:42
9004,83732910,1,2017-10-05 16:13:01,2017-10-05 16:32:31,2,2.7,1,N,148,170,1,14.5,1.0,0.5,3.26,0.0,0.3,19.56,0 days 00:19:30
9005,33216533,1,2017-04-22 14:51:50,2017-04-22 14:57:43,1,0.9,1,N,79,79,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0 days 00:05:53
9006,14858617,2,2017-02-24 16:45:17,2017-02-24 16:49:58,2,0.69,1,N,237,237,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0 days 00:04:41
9007,22267164,1,2017-03-18 03:22:52,2017-03-18 04:03:17,2,17.0,1,N,246,55,1,50.5,0.5,0.5,10.0,0.0,0.3,61.8,0 days 00:40:25
9008,84095751,1,2017-10-06 17:24:58,2017-10-06 17:34:03,1,1.0,1,N,100,163,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3,0 days 00:09:05
9009,46941826,1,2017-06-10 17:40:12,2017-06-10 17:50:24,2,1.6,1,N,75,166,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0 days 00:10:12
9010,101083046,2,2017-11-29 22:41:48,2017-11-29 22:56:48,3,2.93,1,N,162,79,1,13.0,0.5,0.5,3.58,0.0,0.3,17.88,0 days 00:15:00
9011,75765315,2,2017-09-09 14:57:39,2017-09-09 15:04:09,1,1.08,1,N,239,142,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,0 days 00:06:30
9012,65357761,1,2017-08-02 08:47:36,2017-08-02 08:55:29,1,1.3,1,N,239,238,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,0 days 00:07:53
9013,57518049,2,2017-07-06 02:55:34,2017-07-06 03:00:23,1,1.22,1,N,186,230,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0 days 00:04:49
9014,23581536,1,2017-03-21 18:04:21,2017-03-21 18:15:48,1,1.6,1,N,236,239,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95,0 days 00:11:27
9015,11755758,1,2017-02-14 23:59:24,2017-02-15 00:13:46,1,3.2,1,N,158,48,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3,0 days 00:14:22
9016,42376225,2,2017-05-12 08:21:50,2017-05-12 08:28:48,5,0.89,1,N,234,114,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,0 days 00:06:58
9017,15039839,2,2017-02-25 01:36:08,2017-02-25 01:46:08,1,1.97,1,N,230,234,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0 days 00:10:00
9018,17279420,1,2017-03-02 16:54:43,2017-03-02 17:04:14,1,0.8,1,N,161,233,1,7.0,1.0,0.5,2.2,0.0,0.3,11.0,0 days 00:09:31
9019,94236888,1,2017-11-07 13:38:51,2017-11-07 13:45:38,1,0.6,1,N,162,237,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0 days 00:06:47
9020,39277659,2,2017-05-15 19:43:11,2017-05-15 19:56:04,1,1.94,1,N,161,239,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76,0 days 00:12:53
9021,39589188,2,2017-05-16 18:09:25,2017-05-16 18:15:38,2,0.75,1,N,90,234,1,6.0,1.0,0.5,0.0,0.0,0.3,7.8,0 days 00:06:13
9022,15615713,1,2017-02-26 17:51:08,2017-02-26 18:07:08,1,2.8,1,N,186,232,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95,0 days 00:16:00
9023,62147485,1,2017-07-21 21:24:15,2017-07-21 21:34:58,1,2.2,1,N,263,162,1,10.0,0.5,0.5,2.8,0.0,0.3,14.1,0 days 00:10:43
9024,68765686,2,2017-08-14 14:54:39,2017-08-14 14:59:02,1,0.62,1,N,68,100,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,0 days 00:04:23
9025,3449968,1,2017-01-13 10:17:52,2017-01-13 10:20:21,1,0.5,1,N,239,239,1,4.0,0.0,0.5,1.4,0.0,0.3,6.2,0 days 00:02:29
9026,103388056,2,2017-12-06 22:54:37,2017-12-06 23:07:45,1,2.09,1,N,158,114,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,0 days 00:13:08
9027,97115887,2,2017-11-16 08:05:52,2017-11-16 08:15:59,5,1.35,1,N,236,162,1,8.0,0.0,0.5,1.2,0.0,0.3,10.0,0 days 00:10:07
9028,97962995,2,2017-11-18 16:07:43,2017-11-18 16:24:56,2,1.28,1,N,230,229,1,11.5,0.0,0.5,3.69,0.0,0.3,15.99,0 days 00:17:13
9029,41265233,2,2017-05-09 07:44:49,2017-05-09 07:48:34,2,0.76,1,N,186,164,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0 days 00:03:45
9030,64597148,2,2017-07-30 12:08:35,2017-07-30 12:15:50,1,0.86,1,N,236,262,1,6.5,0.0,0.5,1.5,0.0,0.3,8.8,0 days 00:07:15
9031,11333519,2,2017-02-06 17:16:38,2017-02-06 17:32:59,1,2.51,1,N,164,142,1,12.5,1.0,0.5,1.0,0.0,0.3,15.3,0 days 00:16:21
9032,77131689,2,2017-09-13 22:06:50,2017-09-13 22:13:23,1,1.04,1,N,233,229,1,6.5,0.5,0.5,1.17,0.0,0.3,8.97,0 days 00:06:33
9033,72051944,2,2017-08-26 16:42:51,2017-08-26 16:50:22,1,1.16,1,N,186,234,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0 days 00:07:31
9034,75136840,2,2017-09-07 16:03:05,2017-09-07 16:16:09,2,2.34,1,N,100,211,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8,0 days 00:13:04
9035,85009740,1,2017-10-09 18:42:14,2017-10-09 19:06:48,1,5.5,1,N,186,179,1,20.5,0.0,0.5,4.25,0.0,0.3,25.55,0 days 00:24:34
9036,70694407,2,2017-08-21 17:20:01,2017-08-21 17:25:03,1,1.11,1,N,226,146,1,6.5,1.0,0.5,0.0,0.0,0.3,8.3,0 days 00:05:02
9037,111913875,2,2017-01-17 13:00:40,2017-01-17 13:03:02,1,0.38,1,N,261,231,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,0 days 00:02:22
9038,55376024,2,2017-06-07 18:06:38,2017-06-07 18:13:35,1,1.15,1,N,238,239,1,6.5,1.0,0.5,1.66,0.0,0.3,9.96,0 days 00:06:57
9039,66931030,1,2017-08-07 18:21:10,2017-08-07 18:27:08,1,0.7,1,N,186,100,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0 days 00:05:58
9040,99729884,2,2017-11-25 05:28:48,2017-11-25 05:59:00,5,17.39,2,N,163,132,1,52.0,0.0,0.5,15.84,0.0,0.3,68.64,0 days 00:30:12
9041,19272521,1,2017-03-07 19:50:28,2017-03-07 19:57:58,1,1.0,1,N,231,232,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,0 days 00:07:30
9042,45904572,2,2017-05-28 21:32:43,2017-05-28 21:44:31,2,1.54,1,N,230,229,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0 days 00:11:48
9043,82593823,2,2017-10-01 18:21:47,2017-10-01 19:16:28,1,19.77,2,N,132,236,1,52.0,0.0,0.5,11.44,5.76,0.3,70.0,0 days 00:54:41
9044,90183663,2,2017-10-25 22:32:06,2017-10-25 22:47:52,1,3.0,1,N,249,161,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,0 days 00:15:46
9045,73494794,1,2017-09-01 08:35:11,2017-09-01 08:40:42,1,1.0,1,N,137,162,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0 days 00:05:31
9046,15461857,1,2017-02-26 08:10:21,2017-02-26 08:13:38,1,0.5,1,N,158,90,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3,0 days 00:03:17
9047,75978180,1,2017-09-10 03:52:18,2017-09-10 04:14:23,1,5.5,1,N,48,7,1,20.0,0.5,0.5,5.3,0.0,0.3,26.6,0 days 00:22:05
9048,17125587,1,2017-03-02 08:45:31,2017-03-02 09:11:52,1,2.4,1,N,113,161,1,16.5,0.5,0.5,4.45,0.0,0.3,22.25,0 days 00:26:21
9049,106954145,2,2017-12-17 08:56:12,2017-12-17 09:01:41,1,1.27,1,N,163,43,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49,0 days 00:05:29
9050,43842283,2,2017-05-22 14:51:35,2017-05-22 15:27:11,1,7.73,1,N,166,113,2,29.0,0.0,0.5,0.0,0.0,0.3,29.8,0 days 00:35:36
9051,17479957,2,2017-03-11 13:23:56,2017-03-11 13:47:53,1,2.31,1,N,68,144,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,0 days 00:23:57
9052,110119776,2,2017-12-28 18:59:39,2017-12-28 19:03:04,1,0.84,1,N,237,236,1,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0 days 00:03:25
9053,92809580,2,2017-11-02 23:22:00,2017-11-02 23:27:58,1,1.01,1,N,234,68,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0 days 00:05:58
9054,77904329,2,2017-09-16 08:39:33,2017-09-16 08:42:23,1,0.7,1,N,230,161,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:02:50
9055,68597002,2,2017-08-13 19:01:18,2017-08-13 19:04:18,1,0.75,1,N,263,141,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:03:00
9056,68456338,1,2017-08-13 03:38:34,2017-08-13 03:44:05,1,0.6,1,N,246,186,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0 days 00:05:31
9057,107428068,2,2017-12-18 20:11:19,2017-12-18 20:28:27,1,2.6,1,N,233,90,1,12.5,0.5,0.5,2.2,0.0,0.3,16.0,0 days 00:17:08
9058,65654,2,2017-01-08 00:58:02,2017-01-08 01:06:24,1,2.07,1,N,100,90,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,0 days 00:08:22
9059,70079115,1,2017-08-19 07:16:41,2017-08-19 07:20:57,1,0.8,1,N,186,230,1,5.0,0.0,0.5,3.0,0.0,0.3,8.8,0 days 00:04:16
9060,102788093,1,2017-12-05 08:55:36,2017-12-05 09:29:44,2,11.3,1,N,143,138,1,35.5,0.0,0.5,10.5,5.76,0.3,52.56,0 days 00:34:08
9061,91996137,2,2017-10-31 14:34:04,2017-10-31 15:23:39,1,10.57,1,N,230,138,2,37.5,0.0,0.5,0.0,5.76,0.3,44.06,0 days 00:49:35
9062,109015725,2,2017-12-23 18:34:51,2017-12-23 18:45:10,5,1.57,1,N,161,141,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,0 days 00:10:19
9063,5587424,1,2017-01-27 15:04:22,2017-01-27 15:23:58,1,1.7,1,N,68,230,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8,0 days 00:19:36
9064,67334522,2,2017-08-09 09:15:54,2017-08-09 09:25:58,1,1.83,1,N,48,246,1,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0 days 00:10:04
9065,93971394,2,2017-11-06 15:36:09,2017-11-06 16:17:32,1,10.21,1,N,138,43,1,37.0,0.0,0.5,10.89,5.76,0.3,54.45,0 days 00:41:23
9066,102102617,2,2017-12-02 21:36:00,2017-12-02 21:41:32,4,0.56,1,N,48,142,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0 days 00:05:32
9067,17198699,2,2017-03-02 12:27:01,2017-03-02 12:39:13,1,1.97,1,N,151,142,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,0 days 00:12:12
9068,44456682,1,2017-05-24 03:01:36,2017-05-24 03:30:12,1,6.9,1,N,163,82,2,25.0,0.5,0.5,0.0,0.0,0.3,26.3,0 days 00:28:36
9069,32880663,2,2017-04-21 17:24:19,2017-04-21 17:26:31,1,0.33,1,N,262,262,2,3.5,1.0,0.5,0.0,0.0,0.3,5.3,0 days 00:02:12
9070,37280390,2,2017-05-02 18:52:55,2017-05-02 19:06:49,1,1.51,1,N,186,161,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8,0 days 00:13:54
9071,25780274,1,2017-03-29 14:33:27,2017-03-29 14:38:32,1,0.3,1,N,68,90,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0 days 00:05:05
9072,14079991,2,2017-02-22 09:34:36,2017-02-22 10:02:41,1,4.07,1,N,193,164,1,19.0,0.0,0.5,1.0,0.0,0.3,20.8,0 days 00:28:05
9073,29817193,2,2017-04-13 03:10:14,2017-04-13 03:15:50,6,1.45,1,N,62,61,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0 days 00:05:36
9074,30151862,2,2017-04-13 23:38:54,2017-04-13 23:50:10,4,1.56,1,N,249,186,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0 days 00:11:16
9075,5342552,1,2017-01-26 21:10:05,2017-01-26 21:28:43,1,8.0,1,N,138,262,1,24.0,0.5,0.5,7.7,5.54,0.3,38.54,0 days 00:18:38
9076,3097271,2,2017-01-12 09:38:47,2017-01-12 10:04:19,1,4.43,1,N,133,133,1,19.5,0.0,0.5,4.06,0.0,0.3,24.36,0 days 00:25:32
9077,22147554,1,2017-03-17 21:06:35,2017-03-17 21:14:28,1,1.4,1,N,161,107,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0 days 00:07:53
9078,91457561,1,2017-10-29 15:50:01,2017-10-29 15:59:53,1,2.0,1,N,229,107,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,0 days 00:09:52
9079,12164928,2,2017-02-16 08:29:43,2017-02-16 08:32:54,1,0.57,1,N,74,74,1,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:03:11
9080,2044144,2,2017-01-21 17:05:06,2017-01-21 17:26:29,5,2.53,1,N,263,229,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,0 days 00:21:23
9081,104877809,2,2017-12-11 10:45:06,2017-12-11 11:16:47,1,5.79,1,N,100,88,1,25.5,0.0,0.5,5.26,0.0,0.3,31.56,0 days 00:31:41
9082,17180326,1,2017-03-11 12:31:08,2017-03-11 12:35:52,1,1.1,1,N,75,41,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3,0 days 00:04:44
9083,7863634,1,2017-02-03 01:51:28,2017-02-03 01:59:41,2,2.0,1,N,48,158,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0 days 00:08:13
9084,20487465,2,2017-03-11 23:37:55,2017-03-11 23:50:44,1,5.23,1,N,231,162,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,0 days 00:12:49
9085,42529549,1,2017-05-12 17:09:53,2017-05-12 17:15:07,1,0.6,1,N,113,114,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0 days 00:05:14
9086,45929021,1,2017-05-28 23:31:32,2017-05-28 23:36:20,1,1.3,1,N,113,90,3,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0 days 00:04:48
9087,16215990,1,2017-02-28 18:02:15,2017-02-28 18:05:14,3,0.5,1,N,166,166,2,4.0,1.0,0.5,0.0,0.0,0.3,5.8,0 days 00:02:59
9088,5020495,1,2017-01-25 22:48:28,2017-01-25 22:58:48,1,1.9,1,N,68,113,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0 days 00:10:20
9089,101779291,1,2017-12-01 23:13:38,2017-12-01 23:27:14,1,3.0,1,N,68,143,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,0 days 00:13:36
9090,41376386,1,2017-05-09 14:20:26,2017-05-09 14:55:41,1,10.8,1,N,138,162,1,33.5,0.0,0.5,8.0,5.76,0.3,48.06,0 days 00:35:15
9091,82336266,1,2017-09-30 21:16:49,2017-09-30 21:24:04,1,1.0,1,N,43,239,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0 days 00:07:15
9092,73807672,2,2017-09-02 14:06:03,2017-09-02 14:09:39,1,0.9,1,N,141,237,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25,0 days 00:03:36
9093,109782864,1,2017-12-27 15:55:22,2017-12-27 16:00:39,1,1.2,1,N,229,137,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8,0 days 00:05:17
9094,91984939,2,2017-10-31 13:12:50,2017-10-31 13:16:47,2,0.59,1,N,41,74,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:03:57
9095,37298045,1,2017-05-02 19:43:23,2017-05-02 19:49:17,1,1.0,1,N,236,237,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95,0 days 00:05:54
9096,18682271,2,2017-03-06 01:23:05,2017-03-06 01:32:06,1,1.86,1,N,140,48,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0 days 00:09:01
9097,7880941,2,2017-02-03 06:20:33,2017-02-03 06:34:45,6,9.42,1,N,132,132,2,26.0,0.0,0.5,0.0,0.0,0.3,26.8,0 days 00:14:12
9098,63182349,2,2017-07-25 17:49:24,2017-07-25 17:54:52,1,1.08,1,N,48,163,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36,0 days 00:05:28
9099,109910522,2,2017-12-28 00:33:20,2017-12-28 00:38:56,5,1.43,1,N,114,186,1,6.5,0.5,0.5,2.34,0.0,0.3,10.14,0 days 00:05:36
9100,9235772,1,2017-02-09 10:59:55,2017-02-09 11:10:34,1,1.7,1,N,249,231,1,8.5,0.0,0.5,2.75,0.0,0.3,12.05,0 days 00:10:39
9101,59325867,2,2017-07-12 15:05:21,2017-07-12 15:17:53,1,3.82,1,N,148,87,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8,0 days 00:12:32
9102,46868782,1,2017-06-10 08:50:14,2017-06-10 08:55:41,1,0.5,1,N,141,237,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0 days 00:05:27
9103,77862279,1,2017-09-16 01:11:48,2017-09-16 01:26:26,1,2.1,1,N,114,234,1,11.0,0.5,0.5,3.65,0.0,0.3,15.95,0 days 00:14:38
9104,38083917,2,2017-05-05 04:18:08,2017-05-05 04:28:28,1,3.67,1,N,237,226,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,0 days 00:10:20
9105,83142644,2,2017-10-03 18:55:53,2017-10-03 19:06:02,1,0.93,1,N,164,90,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,0 days 00:10:09
9106,96923904,1,2017-11-15 17:47:41,2017-11-15 18:01:29,1,1.9,1,N,236,140,1,10.5,1.0,0.5,3.65,0.0,0.3,15.95,0 days 00:13:48
9107,6470951,2,2017-01-29 17:10:14,2017-01-29 17:15:34,1,0.72,1,N,170,161,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,0 days 00:05:20
9108,25167879,2,2017-03-27 19:08:41,2017-03-27 19:18:03,1,1.59,1,N,236,239,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8,0 days 00:09:22
9109,97520464,2,2017-11-17 11:41:09,2017-11-17 11:48:39,1,0.86,1,N,234,246,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,0 days 00:07:30
9110,88731975,1,2017-10-21 09:19:45,2017-10-21 09:29:42,1,1.8,1,N,141,137,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3,0 days 00:09:57
9111,105251638,1,2017-12-12 14:53:59,2017-12-12 15:11:00,1,0.9,1,N,231,261,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,0 days 00:17:01
9112,95875355,1,2017-11-12 08:54:32,2017-11-12 09:03:05,1,0.9,1,N,50,48,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0 days 00:08:33
9113,58841734,2,2017-07-10 22:49:26,2017-07-10 23:01:50,1,3.29,1,N,226,129,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,0 days 00:12:24
9114,66519623,1,2017-08-06 02:42:04,2017-08-06 02:52:46,1,2.2,1,N,79,90,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0 days 00:10:42
9115,19470298,1,2017-03-08 10:45:23,2017-03-08 10:51:20,1,0.5,1,N,237,236,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85,0 days 00:05:57
9116,50375729,2,2017-06-14 18:40:45,2017-06-14 18:50:18,1,1.3,1,N,249,211,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,0 days 00:09:33
9117,36173821,2,2017-04-12 22:58:23,2017-04-12 23:09:35,1,1.78,1,N,68,48,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0 days 00:11:12
9118,13673832,1,2017-02-20 20:37:03,2017-02-20 20:51:11,1,5.4,1,N,148,145,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,0 days 00:14:08
9119,48378424,1,2017-06-04 16:23:18,2017-06-04 16:37:15,1,1.0,1,N,113,170,1,10.0,0.0,0.5,1.62,0.0,0.3,12.42,0 days 00:13:57
9120,82826721,2,2017-10-02 17:06:33,2017-10-02 17:14:16,5,1.13,1,N,166,238,1,7.5,1.0,0.5,2.32,0.0,0.3,11.62,0 days 00:07:43
9121,53983317,1,2017-06-24 21:13:19,2017-06-24 21:16:10,1,0.8,1,N,229,140,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0 days 00:02:51
9122,110788570,2,2017-12-31 13:52:29,2017-12-31 13:58:58,1,1.15,1,N,170,162,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,0 days 00:06:29
9123,91830700,2,2017-10-30 21:34:11,2017-10-30 22:06:35,5,18.3,2,N,132,232,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,0 days 00:32:24
9124,98153812,1,2017-11-19 04:27:17,2017-11-19 04:31:45,1,0.7,1,N,107,107,1,5.0,0.5,0.5,1.85,0.0,0.3,8.15,0 days 00:04:28
9125,111229161,1,2017-01-14 21:12:49,2017-01-14 21:17:02,2,0.8,1,N,142,48,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0 days 00:04:13
9126,44285840,1,2017-05-23 15:33:08,2017-05-23 15:57:19,1,4.1,1,Y,13,100,2,18.5,0.0,0.5,0.0,0.0,0.3,19.3,0 days 00:24:11
9127,84486437,1,2017-10-07 20:09:53,2017-10-07 20:31:19,1,1.5,1,N,164,48,1,13.5,0.5,0.5,3.7,0.0,0.3,18.5,0 days 00:21:26
9128,62668039,2,2017-07-23 18:04:06,2017-07-23 18:37:30,1,7.07,1,N,4,181,2,27.0,0.0,0.5,0.0,0.0,0.3,27.8,0 days 00:33:24
9129,3043943,2,2017-01-12 06:17:38,2017-01-12 06:50:42,1,17.91,3,N,90,1,1,67.0,0.0,0.0,15.96,12.5,0.3,95.76,0 days 00:33:04
9130,94168870,2,2017-11-07 08:31:20,2017-11-07 08:34:54,1,0.4,1,N,107,137,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0 days 00:03:34
9131,60813033,1,2017-07-17 16:37:36,2017-07-17 16:43:27,2,1.0,1,N,140,236,1,6.0,1.0,0.5,1.55,0.0,0.3,9.35,0 days 00:05:51
9132,59081515,1,2017-07-11 19:47:56,2017-07-11 19:58:35,1,2.3,1,N,140,75,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8,0 days 00:10:39
9133,6867301,1,2017-01-31 06:28:47,2017-01-31 06:36:20,1,1.3,1,N,68,161,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0 days 00:07:33
9134,101806308,2,2017-12-02 00:31:30,2017-12-02 00:37:40,1,1.24,1,N,106,228,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0 days 00:06:10
9135,7046517,1,2017-01-31 17:44:24,2017-01-31 17:49:09,2,0.6,1,N,238,24,1,5.5,1.0,0.5,0.7,0.0,0.3,8.0,0 days 00:04:45
9136,6936860,1,2017-01-31 10:40:44,2017-01-31 10:45:37,3,1.0,1,N,164,234,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0 days 00:04:53
9137,20729581,2,2017-03-12 17:14:00,2017-03-12 17:26:21,1,1.87,1,N,148,261,1,10.0,0.0,0.5,0.1,0.0,0.3,10.9,0 days 00:12:21
9138,65370806,2,2017-08-02 09:12:46,2017-08-02 09:31:24,1,2.03,1,N,249,164,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,0 days 00:18:38
9139,34679077,2,2017-04-26 18:51:04,2017-04-26 19:05:38,1,2.03,1,N,170,79,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8,0 days 00:14:34
9140,102670232,2,2017-12-04 19:40:21,2017-12-04 19:53:10,1,0.79,1,N,229,161,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96,0 days 00:12:49
9141,11033487,1,2017-02-07 18:41:03,2017-02-07 18:48:25,1,0.9,1,N,68,249,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95,0 days 00:07:22
9142,74541965,1,2017-09-05 18:47:40,2017-09-05 19:03:57,1,3.2,1,N,141,234,1,13.5,1.0,0.5,1.5,0.0,0.3,16.8,0 days 00:16:17
9143,29703470,1,2017-04-09 20:44:22,2017-04-09 20:48:25,4,0.8,1,N,142,163,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0 days 00:04:03
9144,48854786,1,2017-06-06 13:42:53,2017-06-06 14:03:09,1,1.5,1,N,264,237,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55,0 days 00:20:16
9145,30605042,2,2017-04-15 08:18:58,2017-04-15 08:45:40,6,16.95,2,N,132,162,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,0 days 00:26:42
9146,72609052,1,2017-08-28 22:49:47,2017-08-28 23:01:58,1,2.1,1,N,234,163,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,0 days 00:12:11
9147,47245069,1,2017-06-11 01:16:00,2017-06-11 01:23:01,1,1.2,1,N,246,90,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0 days 00:07:01
9148,63694456,2,2017-07-27 10:45:31,2017-07-27 10:56:57,2,1.83,1,N,79,231,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,0 days 00:11:26
9149,87913474,2,2017-10-18 20:36:48,2017-10-18 20:39:49,1,0.47,1,N,143,142,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,0 days 00:03:01
9150,83853319,2,2017-10-05 22:23:07,2017-10-05 22:27:03,2,0.37,1,N,25,25,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0 days 00:03:56
9151,104227293,2,2017-12-09 09:47:29,2017-12-09 09:49:37,1,0.6,1,N,151,238,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76,0 days 00:02:08
9152,513623,1,2017-01-02 16:57:18,2017-01-02 17:03:25,2,1.6,1,N,141,233,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0 days 00:06:07
9153,99475773,2,2017-11-23 23:37:09,2017-11-23 23:49:12,2,2.64,1,N,186,4,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,0 days 00:12:03
9154,113081636,1,2017-01-06 20:32:34,2017-01-06 20:40:45,1,0.9,1,N,114,107,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,0 days 00:08:11
9155,101666430,1,2017-12-01 18:41:19,2017-12-01 18:41:19,4,0.0,1,N,163,264,2,2.5,1.0,0.5,0.0,0.0,0.3,4.3,0 days 00:00:00
